IPC,专利数,度数,聚类系数,近年增长频率
C07D237,1629,327,0.6454890788224121,0.2719459791282996
A62B3,1625,421,0.4105468705393338,0.3606153846153846
E04G19,1625,244,0.6194574945989506,0.6658461538461539
A63B63,1623,204,0.4526378010935422,0.3062230437461491
F03B17,1620,296,0.4171716468157229,0.21851851851851853
F42D5,1618,333,0.46353565870182184,0.4783683559950556
B27C9,1617,235,0.45456563563711705,0.38404452690166974
F02D21,1616,135,0.5367965367965368,0.13923267326732675
B62H1,1616,186,0.400392017106201,0.2042079207920792
F16B12,1615,280,0.38345064020985375,0.1715170278637771
C09D109,1615,442,0.5224580658521433,0.28606811145510835
C07C46,1614,351,0.6211013404472548,0.28376703841387857
G01C17,1614,346,0.5217980880059665,0.2757125154894672
A23G4,1613,259,0.5614968385214008,0.10477371357718537
F41G1,1612,200,0.4460852176588217,0.3535980148883375
B61H11,1612,216,0.4066517484972138,0.4286600496277916
F02B23,1609,215,0.36947470989458764,0.19763828464885022
A01B71,1608,324,0.38985313751668893,0.3843283582089552
E01B2,1607,327,0.46100664767331434,0.44430616054760425
F16B43,1604,432,0.44099311541172004,0.28366583541147133
B62D53,1601,356,0.43253148957283016,0.36352279825109307
E21B36,1601,292,0.4966949051425844,0.3828856964397252
G03B29,1599,518,0.42452020772183335,0.1888680425265791
E02D9,1598,163,0.5997670807453416,0.5150187734668336
G01L13,1596,353,0.5055270655270655,0.41290726817042606
B23F5,1595,127,0.49174193548387096,0.31347962382445144
A47B37,1595,545,0.4311906654978152,0.47335423197492166
H04Q5,1594,296,0.5973160595296139,0.2521957340025094
C08B11,1594,438,0.5701782136454708,0.2465495608531995
B41K1,1592,263,0.44002357795461244,0.19974874371859297
H02M9,1591,247,0.4483773837403814,0.3796354494028913
B82Y10,1591,331,0.4247349692341908,0.3771213073538655
B65D71,1590,276,0.4094275554129569,0.1339622641509434
F04C27,1588,144,0.5454999500549396,0.3677581863979849
B62J45,1588,374,0.4468162188795177,0.820528967254408
D06C9,1585,237,0.5108201491180214,0.34574132492113563
F03G5,1585,555,0.3477540163010719,0.232807570977918
A01N45,1584,264,0.5813810651925946,0.4034090909090909
B65C3,1584,259,0.5134362840466926,0.37058080808080807
G09F23,1583,581,0.39676449671608965,0.24952621604548325
B41N1,1582,309,0.4897915735240893,0.13147914032869784
H02P101,1582,197,0.5482950039651071,0.4664981036662453
G06F5,1582,179,0.6325115562403698,0.49304677623261695
C07C403,1580,331,0.616947142115798,0.26518987341772154
F16J9,1580,331,0.410779153384239,0.19683544303797468
F16H49,1578,318,0.44060679123970264,0.4157160963244613
A61H31,1578,190,0.621003527136193,0.4600760456273764
F16L13,1578,387,0.45795454545454545,0.2915082382762991
B64D13,1576,287,0.4468000988386459,0.3248730964467005
D01G9,1574,234,0.4902970592625765,0.33989834815756037
C05F5,1574,395,0.467687074829932,0.15501905972045743
C12P41,1572,188,0.7841906422551583,0.29325699745547074
B64D17,1570,281,0.4592197209973956,0.4267515923566879
G01M19,1568,357,0.38940081164955836,0.0
B65B53,1565,328,0.469636621047664,0.4428115015974441
F23J13,1564,337,0.4603449816784342,0.30818414322250637
C07C321,1564,448,0.5695268806368721,0.260230179028133
A61K135,1563,212,0.703485987696514,0.272552783109405
C22B58,1562,209,0.5720181980207307,0.31434058898847633
G21F1,1562,490,0.45142558992829973,0.35979513444302175
H02K53,1560,206,0.3966966096783541,0.18012820512820513
A47B19,1559,295,0.5542802375052597,0.43361128928800513
F02N15,1558,259,0.40932028210116733,0.1367137355584082
E05B67,1558,188,0.47073525138041267,0.20474967907573813
C14C1,1557,199,0.522790842225215,0.24405908798972384
C08L47,1556,380,0.587624380727829,0.15038560411311053
D06M14,1556,412,0.559592104478502,0.34383033419023135
A23D7,1555,234,0.6241603224361845,0.18263665594855305
F21Y113,1554,310,0.5355768010491138,0.1956241956241956
B23P13,1553,367,0.39241306638566914,0.13264649066323245
A45D24,1552,206,0.41886409736308317,0.1481958762886598
A47J45,1551,186,0.47903302447137086,0.1592520954223082
C14C9,1550,262,0.6052866052866053,0.20258064516129032
C01G15,1549,307,0.5588654012079379,0.35506778566817304
C09K13,1549,267,0.5382218410520297,0.48224661071659136
H01B15,1548,150,0.6125206839492554,0.5749354005167958
G21B1,1547,393,0.39219620958751394,0.4479638009049774
H01L49,1545,235,0.4916013023531153,0.39676375404530745
D05B65,1544,93,0.3567765567765568,0.2538860103626943
B60C7,1544,231,0.4523098138358998,0.2422279792746114
B60R9,1543,314,0.4345370599389892,0.2864549578742709
B21H3,1543,308,0.4529733204757313,0.4024627349319507
A47B65,1542,247,0.579458012713282,0.4409857328145266
A01K45,1541,397,0.4964724024930926,0.46333549643088906
G11C17,1540,80,0.647019647019647,0.21623376623376622
E21C37,1539,217,0.48124320799826126,0.557504873294347
C22C26,1539,249,0.5277311477568217,0.3651721897335932
F04C14,1538,304,0.42782337022287736,0.3387516254876463
C10G49,1538,187,0.5615746180963572,0.13328998699609884
C09B23,1537,294,0.6071411759167726,0.2550422901756669
A23K30,1536,247,0.6080628972900636,0.638671875
D05B19,1536,146,0.38956876456876455,0.2109375
C10B47,1533,230,0.5292912898987557,0.25701239399869535
C08F232,1531,425,0.5727538570132097,0.3638145003265839
A47G7,1529,304,0.5178323909264922,0.1379986919555265
B21B13,1529,187,0.5424206815511163,0.3629823413996076
B08B6,1527,630,0.43335974562927293,0.5442043222003929
B65G63,1525,350,0.4544039219583292,0.4577049180327869
D06N7,1525,460,0.43206597039740857,0.13836065573770492
F16H9,1525,266,0.37086645926950107,0.13508196721311475
B64D9,1522,293,0.48873089228581584,0.5065703022339028
F28F11,1520,284,0.4869892228868529,0.47039473684210525
C07C263,1520,250,0.6606699751861043,0.2578947368421053
G01L7,1519,383,0.4865036607266197,0.2988808426596445
F25D27,1516,229,0.5615765467233246,0.27440633245382584
B63H11,1515,281,0.40602356824218044,0.37491749174917494
A47C9,1514,412,0.430854553044308,0.190224570673712
F02B53,1513,199,0.3825753651714493,0.13879709187045605
B60K20,1512,241,0.4421082240427552,0.1421957671957672
E01B31,1509,266,0.47277912201866573,0.44002650762094103
E01B9,1508,259,0.48093993190661477,0.35013262599469497
B32B18,1503,496,0.46162058289740576,0.08582834331337326
A01C19,1503,174,0.5248878008975928,0.32335329341317365
C23C30,1502,518,0.4140513283660721,0.12516644474034622
B61L5,1497,291,0.46638312187620146,0.43420173680694724
C01C3,1496,265,0.6090616201782137,0.4304812834224599
C30B35,1495,335,0.49071963529794854,0.37190635451505016
B23B49,1495,131,0.5266472868217055,0.262876254180602
C07D279,1490,388,0.6227171791938632,0.2563758389261745
B22D25,1490,306,0.4487797463956922,0.19798657718120805
B23C1,1487,167,0.5203252032520326,0.3160726294552791
F27B1,1486,279,0.46661957829749384,0.2294751009421265
B64U50,1484,392,0.4842001186474194,0.8645552560646901
H01H21,1482,223,0.5166598107774578,0.20647773279352227
C07F19,1482,378,0.6050780141843972,0.150472334682861
F21W103,1479,210,0.5996376811594203,0.5699797160243407
F04B45,1476,359,0.4117489692506216,0.3699186991869919
C08L85,1474,324,0.6691240494572473,0.2862957937584803
A23N4,1472,165,0.6471256532606225,0.38858695652173914
A23N1,1472,230,0.5477625782517969,0.39470108695652173
B04C9,1471,395,0.4461234875629641,0.40924541128484027
E04D15,1471,331,0.5464081844465861,0.6798096532970768
C08F285,1470,384,0.6198348243118825,0.41496598639455784
F16C27,1468,285,0.41069593764879836,0.3017711171662125
F15D1,1467,518,0.39668096635809436,0.34696659850034084
C10B49,1466,224,0.4890139007786067,0.17939972714870395
B44B5,1466,396,0.43577323981865385,0.36493860845839016
C14B17,1465,171,0.4708368554522401,0.37406143344709897
E02D37,1463,219,0.5858934971838198,0.5830485304169515
F16B33,1462,466,0.4246294779176287,0.39740082079343364
E04D5,1462,360,0.5549661205264229,0.4261285909712722
B27D5,1462,314,0.5055033391046253,0.3378932968536252
H04N3,1461,146,0.5813908313908314,0.018480492813141684
F02F11,1460,259,0.41363691634241245,0.213013698630137
B23F19,1459,142,0.5506680369989723,0.4119259766963674
G01G3,1459,391,0.44446505711181195,0.2673063742289239
D06C13,1458,285,0.4292659699771947,0.350480109739369
B60C17,1457,186,0.41815157994773106,0.1523678792038435
C10G73,1457,274,0.5455828087692641,0.16197666437886069
B26D9,1456,363,0.4585103108648815,0.595467032967033
A47H23,1456,431,0.4486417009781496,0.20467032967032966
A47D7,1456,222,0.5268576172685762,0.28846153846153844
B62H3,1450,175,0.5547788681274365,0.17103448275862068
B64D37,1449,318,0.42280490255173797,0.42028985507246375
B65B23,1448,194,0.5372491273996509,0.3798342541436464
B60B21,1447,255,0.4215446389359433,0.18659295093296477
A01K47,1447,197,0.5615120274914089,0.2377332411886662
C03B35,1445,212,0.5237183868762816,0.3017301038062284
F02M65,1443,146,0.4684343434343434,0.32986832986832987
B61B12,1441,239,0.4118572552385039,0.3136710617626648
C07B41,1439,294,0.7041849079696841,0.24183460736622656
H01F37,1438,141,0.6336148472526327,0.18776077885952713
C22C13,1438,316,0.460531938706986,0.21974965229485396
A21C3,1437,139,0.5707385143838557,0.2874043145441893
F42B12,1435,335,0.30949021310467095,0.3979094076655052
F16M5,1435,476,0.45739110266634553,0.41602787456445994
F02K3,1434,179,0.44324601951720594,0.3682008368200837
F42B3,1434,277,0.35370935633709355,0.32566248256624825
B21B19,1433,191,0.6044692108521895,0.30216329378925333
C09B62,1432,162,0.6490566037735849,0.13268156424581007
B23P17,1431,424,0.43521968682104223,0.23829489867225717
F25B45,1431,256,0.4970589150664467,0.3731656184486373
F02B67,1430,287,0.386903879416852,0.14895104895104896
F02K7,1428,180,0.3848155906811401,0.44467787114845936
B01F21,1427,503,0.4600239520958084,0.9474421864050455
C22F3,1426,282,0.5661034306195597,0.5140252454417953
B22D43,1426,239,0.5360795251376672,0.5434782608695652
F27D25,1425,297,0.47114032053499366,0.6666666666666666
F16C13,1425,503,0.38340918163672655,0.1375438596491228
C07C265,1425,279,0.648197561868885,0.2687719298245614
E01C15,1423,343,0.5471450750388132,0.3106113843991567
C09J125,1422,428,0.5725490196078431,0.24753867791842477
A61K133,1420,170,0.7272597661819219,0.27253521126760566
C22C28,1420,402,0.44144110275689225,0.3330985915492958
C08F136,1420,270,0.6301078875286489,0.2795774647887324
B63B19,1417,303,0.4469767441860465,0.4269583627381793
F25B7,1416,214,0.5908521863542877,0.4145480225988701
C05D1,1415,291,0.48351595540176856,0.11236749116607773
A01D44,1413,293,0.5048702452897262,0.5286624203821656
F42C19,1411,246,0.42093368413951293,0.5003543586109143
G06K13,1411,172,0.5865645666550644,0.12473423104181432
D02J13,1411,291,0.4483852364475202,0.33947554925584694
C06D5,1410,330,0.40409860520623553,0.4056737588652482
C10M135,1410,232,0.44138978545661667,0.1049645390070922
F16N11,1410,690,0.34315866084425034,0.550354609929078
D04C3,1409,263,0.43625110521662247,0.3534421575585522
D03D27,1409,216,0.48475275327980344,0.1823988644428673
F27D13,1407,298,0.514292258360055,0.5543710021321961
B65D8,1406,335,0.4323962516733601,0.15718349928876243
F02D23,1406,139,0.548626019750966,0.15291607396870555
F27B3,1406,268,0.4415378067811037,0.17496443812233287
H01H25,1405,167,0.4685883222468588,0.15729537366548044
B27N7,1405,338,0.4968905472636816,0.49323843416370106
B61D3,1404,299,0.394030394030394,0.36182336182336183
C06B31,1404,151,0.36803918011971704,0.23931623931623933
C25F7,1404,277,0.5479495686794957,0.41951566951566954
F01L3,1404,250,0.3787710591615515,0.19658119658119658
A01K79,1402,309,0.46294522151966105,0.4172610556348074
A61C3,1402,236,0.48042991819815856,0.362339514978602
C10M137,1401,188,0.43865155478058704,0.11563169164882227
A01K69,1400,155,0.5288097695218438,0.22071428571428572
B05C19,1400,417,0.46330248530353296,0.36
G03B7,1399,180,0.6308639624198565,0.09864188706218728
C10G31,1398,303,0.4888372093023256,0.2854077253218884
F16G11,1398,356,0.343128311006546,0.24821173104434907
A62C5,1398,318,0.46716897729555956,0.5522174535050072
H10N30,1397,388,0.4703586568871543,0.7967072297780959
F23L1,1396,249,0.4556137059346302,0.4340974212034384
B62K23,1396,187,0.43160987074030555,0.22707736389684813
G07D9,1396,117,0.5173150266971778,0.032234957020057305
B60C13,1395,157,0.564390448261416,0.17562724014336917
D21J3,1395,347,0.47659251769464106,0.443010752688172
B64U30,1388,288,0.5382897803950436,0.8688760806916427
D06H3,1388,313,0.4223835701690696,0.3256484149855908
A46D1,1387,307,0.4564495254529767,0.2343186733958183
B63B71,1384,240,0.5033861645924192,0.880057803468208
C08L17,1384,272,0.5674239295057139,0.1546242774566474
C25B13,1381,281,0.604703334106908,0.5119478638667632
B61L1,1381,212,0.5342447026657553,0.333091962346126
H01J65,1381,147,0.5130268199233716,0.09920347574221579
C10G55,1378,139,0.6576857020180334,0.2220609579100145
B65B21,1378,157,0.5945538332635106,0.3795355587808418
C08F14,1375,319,0.6172383500379347,0.17527272727272727
C04B12,1375,243,0.5776625172890733,0.5818181818181818
B62D11,1374,326,0.44685242518059853,0.3522561863173217
E02B13,1373,280,0.5467885619302392,0.3772760378732702
C07C6,1373,155,0.6332989336085312,0.1369264384559359
G02C13,1372,267,0.514865637507147,0.2725947521865889
B23B15,1371,104,0.6313337216074548,0.26404084609773887
C01B11,1369,320,0.5341348729242307,0.2366691015339664
C07J17,1368,258,0.6621323529411764,0.22880116959064328
C10G29,1368,239,0.6051991704212257,0.1871345029239766
B29D22,1367,545,0.4016567789987292,0.43087051938551574
D06C23,1365,321,0.4514698054060448,0.3252747252747253
G11B23,1365,154,0.43499477169745554,0.03736263736263736
B02B5,1363,160,0.6920906232363138,0.31548055759354365
F16H35,1363,417,0.355508992491706,0.2619222303741746
D21F3,1362,180,0.4948263822763918,0.2143906020558003
G21C7,1362,216,0.41999034706682464,0.40161527165932454
B62M3,1361,193,0.3461008542298154,0.15135929463629685
G03B37,1359,186,0.6125564267046805,0.18027961736571008
D05B37,1359,143,0.3901722391084093,0.33259749816041206
G01B13,1358,287,0.5580677044724487,0.4484536082474227
B62J11,1356,256,0.43898415860072826,0.25073746312684364
A61F6,1356,248,0.5319396051103368,0.1556047197640118
B24D7,1356,206,0.5411957886602917,0.2205014749262537
C08G14,1356,388,0.599044478837225,0.3193215339233038
B01J10,1355,351,0.5134868096037941,0.2782287822878229
B01J6,1353,552,0.4132207319092565,0.6459719142645972
A47B49,1352,304,0.5279971837803349,0.35798816568047337
F27D5,1348,245,0.5279733360541441,0.5311572700296736
C01G21,1347,278,0.5674835309617918,0.39717891610987377
A63F1,1345,140,0.535068232307204,0.158364312267658
G11B31,1343,254,0.5173907544425472,0.0967982129560685
B05C7,1342,323,0.5329244548286605,0.45901639344262296
G07D13,1342,123,0.5517906336088154,0.013412816691505217
B60R5,1340,266,0.4524714828897338,0.2656716417910448
B22C23,1339,218,0.5763135228251507,0.43764002987303957
F25B25,1338,267,0.5104631217838765,0.2929745889387145
C09B29,1334,240,0.5131723575506152,0.17766116941529236
B42D9,1331,221,0.47383854886682586,0.20586025544703232
H01J25,1331,137,0.5205085682697623,0.3666416228399699
B21F3,1331,299,0.45295295295295296,0.2937640871525169
C12C11,1330,195,0.5728626943005182,0.3398496240601504
G02B9,1329,85,0.7052600646488393,0.051166290443942816
G09B11,1329,205,0.5155830854021363,0.24680210684725357
B61C3,1328,324,0.3955031829879453,0.35768072289156627
B24D5,1328,238,0.4866209880995312,0.2680722891566265
C10N10,1327,287,0.436496170002471,0.13413715146948002
F17C9,1325,336,0.4808760856665048,0.569811320754717
C01G29,1324,299,0.5762580762580762,0.37462235649546827
F15B3,1324,263,0.40943118184497496,0.277190332326284
C09J191,1319,398,0.5435110599667562,0.29037149355572406
D03D51,1318,183,0.37685696746470226,0.21623672230652505
A47B1,1317,232,0.5251566356559711,0.3568716780561883
B23D61,1316,187,0.4745005875440658,0.1899696048632219
G02B25,1315,257,0.48784931295352785,0.34980988593155893
D21F7,1314,255,0.4841897233201581,0.21537290715372906
C09F1,1313,308,0.5658844958748527,0.14166031987814165
C01G37,1313,290,0.5469173441734417,0.26808834729626807
B65D35,1311,241,0.48602369818220176,0.13272311212814644
F02B33,1310,297,0.3651562319843191,0.12595419847328243
F16H41,1310,217,0.4740708541621387,0.20610687022900764
E21C31,1309,225,0.5469236052195694,0.40183346065699005
B24B33,1306,175,0.5373034009947574,0.28101071975497705
B25B7,1304,193,0.4283824745108845,0.17714723926380369
F24J3,1301,330,0.4693257253673454,0.0
B65B15,1301,202,0.5875376884422111,0.44734819369715606
G05D105,1300,186,0.6336421952957947,0.8753846153846154
F16F6,1298,301,0.4392269533792732,0.3628659476117103
B42B5,1297,138,0.44237472766884534,0.28064764841942946
F21W121,1297,306,0.4893173527879104,0.21434078643022358
H02K23,1295,175,0.48501142626697136,0.0888030888030888
E01D1,1295,306,0.5395605350008685,0.41776061776061774
A01D82,1294,233,0.4995294560511952,0.25193199381761977
A23C3,1294,287,0.5118359278477885,0.3732612055641422
F16B47,1291,463,0.44862774686409507,0.3075135553834237
G06K15,1291,259,0.47446498054474706,0.12006196746707978
C08F12,1289,468,0.5466149799252388,0.1373157486423584
E01B27,1289,200,0.4536225196123673,0.2800620636152056
F24F130,1288,170,0.6889078984887368,0.6630434782608695
C07C277,1287,391,0.6348819335859858,0.30303030303030304
A47B27,1286,235,0.490343347639485,0.5583203732503889
G01C7,1286,266,0.6556342896647079,0.4813374805598756
B25F1,1283,229,0.3010019102569101,0.13250194855806702
A61F15,1282,234,0.5125018659501418,0.5725429017160687
F04D9,1281,202,0.5225628140703518,0.351288056206089
C08F257,1279,409,0.5899105554277968,0.35418295543393274
F16C23,1278,309,0.42715718209107745,0.2981220657276995
D01H9,1278,76,0.5138837467604591,0.2136150234741784
B61C9,1277,258,0.4083026960784314,0.3437744714173845
F23N3,1276,267,0.47066895368782163,0.38087774294670845
C09J127,1274,403,0.5685536159600998,0.2668759811616955
C07J1,1274,298,0.6897159871736143,0.2794348508634223
E02B11,1273,259,0.6000425583657587,0.3558523173605656
C22B60,1273,256,0.5195605490025209,0.4673998428908091
F02D15,1272,179,0.42770929635336413,0.12185534591194969
H01L39,1270,232,0.4582494778811468,0.22362204724409449
C08L19,1270,302,0.6072909698996656,0.462992125984252
C22B25,1269,222,0.5311332503113325,0.3325453112687155
C12P23,1268,162,0.6700471698113207,0.3643533123028391
A01M17,1267,413,0.4496825114236544,0.4601420678768745
F02M27,1266,298,0.35616124599175447,0.15955766192733017
H01C10,1266,212,0.5291410344041922,0.1895734597156398
C12N3,1266,182,0.6905648665425201,0.46129541864139023
B62K9,1264,198,0.41998953427524854,0.20490506329113925
A46B17,1262,233,0.46000376435159046,0.2757527733755943
F03H1,1256,169,0.4700238078060746,0.47054140127388533
C07K17,1255,296,0.6108750667502496,0.15856573705179283
D01B1,1255,255,0.42534036012296883,0.2047808764940239
B31D5,1255,307,0.3926876617773943,0.3314741035856574
B21D13,1253,306,0.47077470904985236,0.34397446129289705
E21B1,1251,216,0.4721600631828353,0.3229416466826539
C10M145,1251,269,0.4545915350173186,0.10231814548361311
E01B35,1250,164,0.6202745188252434,0.3928
F02M47,1248,67,0.5139423076923076,0.0985576923076923
A63H29,1248,153,0.4515673289183223,0.12580128205128205
B21F35,1247,213,0.4995712028887384,0.351242983159583
B23D51,1246,157,0.39338081273565145,0.22231139646869985
B22C21,1245,107,0.5793040293040294,0.39759036144578314
B01J41,1244,348,0.5951746670017592,0.2387459807073955
A01D91,1244,268,0.4624769470846929,0.35852090032154343
C10M159,1243,255,0.4433151389673129,0.08205953338696702
A47C20,1243,173,0.5651186790505676,0.20514883346741755
G01C23,1240,279,0.608277088892377,0.32983870967741935
G07B11,1239,187,0.6286133960047003,0.26715092816787733
B60C25,1238,136,0.4774997194478734,0.24798061389337642
B01J39,1237,375,0.5802992303035545,0.2465642683912692
C09J1,1237,385,0.5581725971593783,0.28213419563459985
G01G13,1236,306,0.5291167274622199,0.3705501618122977
A01B51,1235,267,0.40431675242995996,0.3214574898785425
A47D9,1232,232,0.4920068350104424,0.22402597402597402
A47J41,1232,208,0.48501065593180204,0.1185064935064935
E05C9,1230,236,0.482410769964418,0.3089430894308943
C09J145,1229,300,0.6535602106071905,0.26851098454027666
A45B11,1228,193,0.4865252135574538,0.10342019543973942
C23F4,1228,301,0.5198760970573051,0.1254071661237785
F03C1,1225,281,0.4102266573837704,0.24816326530612245
C07H5,1224,321,0.660870250980856,0.2630718954248366
D21C11,1223,285,0.4415206876675939,0.1267375306623058
C07C22,1221,329,0.66434025628037,0.3185913185913186
F23J11,1221,352,0.43225542365943515,0.4266994266994267
C06B33,1219,196,0.39244698466962236,0.4118129614438064
A47D1,1218,156,0.4714370596723538,0.2257799671592775
A01K87,1218,198,0.5105180533751962,0.2233169129720854
E05B35,1217,128,0.501968253968254,0.10435497124075596
C09J101,1217,407,0.5608972008311942,0.23746918652423993
C10M167,1216,152,0.5362863534675615,0.10773026315789473
G21C13,1215,225,0.47860865349654585,0.3004115226337449
A61C1,1212,234,0.490520973279594,0.3226072607260726
B21C35,1210,167,0.5857354028085735,0.4479338842975207
B81B1,1209,327,0.4632858499525166,0.20512820512820512
B63B11,1209,231,0.462307515513675,0.5351530190239868
B01D41,1208,275,0.5195809092867917,0.4586092715231788
H01H83,1207,101,0.6116264687693259,0.08699254349627175
B61D19,1207,224,0.3844523256287962,0.323943661971831
F16C1,1207,304,0.3764273613341841,0.1043910521955261
C08H1,1206,396,0.6080520788933235,0.33747927031509123
D01B7,1206,192,0.45937064884433304,0.2064676616915423
A61K103,1204,206,0.6710132328793587,0.4700996677740864
G07D3,1204,85,0.5556861592712312,0.07142857142857142
G21F5,1203,299,0.4825734825734826,0.3923524522028263
B66C25,1203,266,0.4885643507316511,0.372402327514547
C07D205,1202,308,0.696024858030644,0.21880199667221298
G10K9,1202,293,0.4427064818106411,0.194675540765391
D01D7,1202,164,0.5165248063798789,0.29201331114808654
B22D46,1197,273,0.4987016536832035,0.7368421052631579
G21F3,1196,423,0.4121592580024884,0.3085284280936455
A61K101,1196,260,0.7006304105209181,0.39464882943143814
C03B9,1193,206,0.4787018255578093,0.250628667225482
H01Q25,1193,117,0.6793287566742945,0.4484492875104778
B41F21,1192,148,0.5038261691072272,0.30788590604026844
E21D19,1191,133,0.5740458015267176,0.5768261964735516
C30B9,1191,159,0.5993793891883064,0.3904282115869018
C09J177,1191,359,0.5808233405721839,0.2258606213266163
G01T3,1189,188,0.5451903516419645,0.41379310344827586
A63H30,1188,177,0.5523152709359606,0.08501683501683502
E21D5,1188,135,0.5936431989063568,0.49747474747474746
C07D313,1188,315,0.7069714098468092,0.2441077441077441
C12C12,1188,109,0.7751719273496738,0.2777777777777778
F16N31,1185,448,0.4139366151055575,0.6016877637130802
C21B11,1185,227,0.48365079365079366,0.21434599156118145
B21C31,1184,242,0.5192468619246862,0.40540540540540543
F16C7,1184,312,0.39929011379058355,0.17314189189189189
B02B1,1182,151,0.6957192091420279,0.41539763113367173
B63B29,1179,328,0.41670599339310993,0.457167090754877
D05B55,1179,107,0.35402930402930405,0.23748939779474132
B44D2,1177,277,0.3777040477770405,0.18351741716227699
G21D1,1175,362,0.4638192510058805,0.4493617021276596
C10M101,1173,290,0.39626887340301975,0.08525149190110827
F16D11,1173,393,0.2994688176273854,0.3435635123614663
F02B55,1173,147,0.45871647509578545,0.20375106564364875
F41H1,1171,354,0.48365060865060866,0.2596071733561059
D04H18,1169,266,0.4802108537849983,0.33532934131736525
A61D19,1169,172,0.5332405151409676,0.22583404619332764
B21D9,1166,136,0.6028504096061048,0.30102915951972553
H02K37,1166,248,0.5061224489795918,0.2624356775300172
A22B5,1165,185,0.5038731760043236,0.3708154506437768
H03H21,1165,180,0.6934552148797054,0.4068669527896996
B01J49,1165,254,0.5302599127300323,0.41630901287553645
F16L29,1163,317,0.43934890304317054,0.42218400687876184
C07C409,1163,284,0.7104565760581509,0.27858985382631124
F16J1,1163,325,0.37770897832817335,0.12123817712811694
F27B5,1163,236,0.47954953963537655,0.30266552020636284
C08F114,1162,308,0.6161148612450444,0.27882960413080893
H04M19,1161,168,0.6169404892296458,0.11541774332472007
C25F1,1161,298,0.5328676133760879,0.3643410852713178
G05D22,1160,422,0.49211274008410044,0.378448275862069
C06B25,1159,200,0.45603240527098393,0.3986194995685936
E06B11,1159,242,0.5069386331938633,0.23295944779982744
A47L25,1158,337,0.4349807846992582,0.3169257340241796
A61L17,1158,294,0.5401544038036059,0.25820379965457685
F22D5,1158,247,0.4934091669454667,0.44905008635578586
F27D99,1155,290,0.46060782036391795,0.5766233766233766
G01F11,1155,293,0.4372555990046214,0.2025974025974026
A45D19,1153,234,0.47563069114793255,0.2688638334778838
C09D153,1153,386,0.5958170147954743,0.2567215958369471
C09J195,1152,291,0.6226211072664359,0.3828125
C05B7,1152,215,0.5541234830365843,0.1545138888888889
E21D1,1152,183,0.5592387968078576,0.5633680555555556
F42B10,1151,155,0.37590299277605776,0.525629887054735
C09D103,1149,406,0.5652163231211459,0.19843342036553524
C08F16,1147,487,0.5436568117917696,0.25108979947689625
C21B9,1147,147,0.5755747126436782,0.32781168265039234
F22G1,1144,354,0.43165630665630667,0.3994755244755245
H01F10,1143,227,0.4921031746031746,0.12773403324584426
C07C219,1142,440,0.593356530098325,0.29422066549912435
B23H5,1142,184,0.5460506344484245,0.38003502626970226
B64D15,1140,284,0.4998107064435527,0.4026315789473684
C08K11,1140,345,0.5940872589637358,0.20526315789473684
C09K23,1140,459,0.5937847902030788,0.9043859649122807
D05C11,1139,99,0.3790807560137457,0.3090430201931519
F01M9,1138,190,0.3981112754579588,0.23110720562390158
F42B33,1137,254,0.40789224056156326,0.4256816182937555
H01J11,1136,145,0.6150891362158968,0.008802816901408451
B23D31,1136,223,0.5455368161250514,0.4295774647887324
F16K24,1134,372,0.3933787445982568,0.3386243386243386
A01B1,1133,173,0.3728930168558652,0.1147396293027361
F16S1,1132,425,0.43681444881404546,0.13692579505300354
A45D29,1131,249,0.4267140647114973,0.1900972590627763
C07C245,1130,384,0.6337689464209644,0.3398230088495575
H04R27,1130,265,0.5434359852552753,0.27876106194690264
C07D455,1129,244,0.7981550701279105,0.2763507528786537
A47J17,1129,95,0.42473118279569894,0.13108945969884853
E04D1,1126,308,0.5752062573663345,0.2984014209591474
A01D67,1125,215,0.42014350252458144,0.416
E05C1,1123,299,0.4375966875966876,0.2493321460373998
F41H11,1123,249,0.4844804318488529,0.47996438112199463
A47B17,1122,318,0.5250552541691782,0.3083778966131907
C10C1,1118,261,0.5047439466044117,0.2003577817531306
B03B11,1118,170,0.649985742800114,0.5491949910554562
A01D13,1116,126,0.5114083398898505,0.27419354838709675
F04C11,1115,291,0.42144848135332563,0.3991031390134529
A21C15,1114,198,0.5430664573521716,0.4245960502692998
D04H13,1113,333,0.47703011993042205,0.1293800539083558
B09B1,1112,326,0.502790199900623,0.3732014388489209
A46D3,1112,201,0.49890868483833306,0.25989208633093525
F26B7,1111,308,0.45736633451194686,0.12331233123312331
A01B35,1111,208,0.5286762964717026,0.47164716471647167
C07C243,1111,378,0.6763971631205674,0.23942394239423942
D01D11,1110,186,0.5927773818009028,0.29009009009009007
D01H11,1110,127,0.5290322580645161,0.3792792792792793
F01D1,1110,262,0.4013068013068013,0.209009009009009
H01S1,1109,126,0.4303697875688434,0.33543733092876465
A47B39,1104,162,0.6461477987421383,0.3740942028985507
C09D187,1103,340,0.6180183660211052,0.4669084315503173
D03D21,1101,178,0.4933116883116883,0.2724795640326976
B21C43,1101,244,0.591509207503172,0.4477747502270663
B21B28,1100,165,0.5990305233659017,0.35454545454545455
B01J47,1099,361,0.5272715955245016,0.34849863512283896
D06C27,1098,179,0.573382126348228,0.08652094717668488
B28C1,1097,246,0.5407137556500033,0.31996353691886964
